transaction_id,timestamp,location,product,category,quantity,unit_price
T100016,2026-01-12 08:59:33,Business School,Croissant,Pastry,1,3.75
T100016,2026-01-12 08:59:33,Business School,Drip Coffee,Coffee,1,3.25
T100016,2026-01-12 08:59:33,Business School,Cookie,Pastry,1,2.75
T100017,2026-01-12 08:15:03,Business School,Hot Chocolate,Other Drink,1,4.00
T100018,2026-01-12 08:46:31,Business School,Breakfast Sandwich,Food,1,6.75
T100018,2026-01-12 08:46:31,Business School,Drip Coffee,Coffee,1,3.25
T100019,2026-01-12 08:35:10,Business School,Breakfast Sandwich,Food,1,6.75
T100020,2026-01-12 08:13:59,Business School,Muffin,Pastry,1,3.50
T100021,2026-01-12 08:19:25,Business School,Croissant,Pastry,1,3.75
T100021,2026-01-12 08:19:25,Business School,Tea,Tea,1,3.50
T100021,2026-01-12 08:19:25,Business School,Drip Coffee,Coffee,1,3.25
T100021,2026-01-12 08:19:25,Business School,Hot Chocolate,Other Drink,1,4.00
T100022,2026-01-12 08:14:00,Business School,Croissant,Pastry,1,3.75
T100023,2026-01-12 08:57:02,Business School,Drip Coffee,Coffee,1,3.25
T100023,2026-01-12 08:57:02,Business School,Croissant,Pastry,1,3.75
T100024,2026-01-12 08:08:46,Business School,Hot Chocolate,Other Drink,1,4.00
T100024,2026-01-12 08:08:46,Business School,Bagel,Food,1,4.25
T100024,2026-01-12 08:08:46,Business School,Drip Coffee,Coffee,1,3.25
T100025,2026-01-12 08:27:22,Business School,Cold Brew,Coffee,1,4.50
T100026,2026-01-12 08:43:41,Business School,Drip Coffee,Coffee,1,3.25
T100026,2026-01-12 08:43:41,Business School,Latte,Coffee,1,4.75
T100026,2026-01-12 08:43:41,Business School,Cappuccino,Coffee,1,4.50
T100026,2026-01-12 08:43:41,Business School,Breakfast Sandwich,Food,1,6.75
T100027,2026-01-12 08:55:54,Business School,Drip Coffee,Coffee,3,3.25
T100028,2026-01-12 08:53:00,Business School,Breakfast Sandwich,Food,1,6.75
T100028,2026-01-12 08:53:00,Business School,Drip Coffee,Coffee,1,3.25
T100028,2026-01-12 08:53:00,Business School,Drip Coffee,Coffee,1,3.25
T100029,2026-01-12 08:24:16,Business School,Bagel,Food,1,4.25
T100029,2026-01-12 08:24:16,Business School,Muffin,Pastry,1,3.50
T100029,2026-01-12 08:24:16,Business School,Bagel,Food,1,4.25
T100030,2026-01-12 09:55:15,Business School,Breakfast Sandwich,Food,1,6.75
T100031,2026-01-12 09:37:38,Business School,Drip Coffee,Coffee,1,3.25
T100032,2026-01-12 09:36:33,Business School,Latte,Coffee,1,4.75
T100033,2026-01-12 09:20:15,Business School,Drip Coffee,Coffee,1,3.25
T100034,2026-01-12 09:29:20,Business School,Breakfast Sandwich,Food,1,6.75
T100034,2026-01-12 09:29:20,Business School,Croissant,Pastry,1,3.75
T100034,2026-01-12 09:29:20,Business School,Drip Coffee,Coffee,1,3.25
T100035,2026-01-12 09:32:16,Business School,Latte,Coffee,1,4.75
T100036,2026-01-12 09:15:23,Business School,Cappuccino,Coffee,1,4.50
T100037,2026-01-12 09:19:39,Business School,Bagel,Food,1,4.25
T100037,2026-01-12 09:19:39,Business School,Croissant,Pastry,1,3.75
T100037,2026-01-12 09:19:39,Business School,Breakfast Sandwich,Food,1,6.75
T100037,2026-01-12 09:19:39,Business School,Breakfast Sandwich,Food,1,6.75
T100038,2026-01-12 09:09:17,Business School,Drip Coffee,Coffee,1,3.25
T100039,2026-01-12 09:43:40,Business School,Cold Brew,Coffee,1,4.50
T100039,2026-01-12 09:43:40,Business School,Breakfast Sandwich,Food,1,6.75
T100040,2026-01-12 09:40:27,Business School,Drip Coffee,Coffee,1,3.25
T100040,2026-01-12 09:40:27,Business School,Drip Coffee,Coffee,1,3.25
T100041,2026-01-12 09:28:35,Business School,Tea,Tea,1,3.50
T100041,2026-01-12 09:28:35,Business School,Breakfast Sandwich,Food,1,6.75
T100042,2026-01-12 09:09:34,Business School,Latte,Coffee,1,4.75
T100043,2026-01-12 10:51:51,Business School,Cappuccino,Coffee,1,4.50
T100044,2026-01-12 10:59:21,Business School,Cappuccino,Coffee,1,4.50
T100044,2026-01-12 10:59:21,Business School,Muffin,Pastry,1,3.50
T100045,2026-01-12 10:10:50,Business School,Cappuccino,Coffee,1,4.50
T100045,2026-01-12 10:10:50,Business School,Cold Brew,Coffee,1,4.50
T100046,2026-01-12 10:58:29,Business School,Bagel,Food,1,4.25
T100047,2026-01-12 10:14:01,Business School,Cappuccino,Coffee,1,4.50
T100047,2026-01-12 10:14:01,Business School,Drip Coffee,Coffee,1,3.25
T100048,2026-01-12 10:22:41,Business School,Croissant,Pastry,1,3.75
T100049,2026-01-12 10:21:01,Business School,Breakfast Sandwich,Food,1,6.75
T100050,2026-01-12 10:16:02,Business School,Cappuccino,Coffee,1,4.50
T100051,2026-01-12 10:20:27,Business School,Tea,Tea,1,3.50
T100051,2026-01-12 10:20:27,Business School,Hot Chocolate,Other Drink,1,4.00
T100052,2026-01-12 10:45:27,Business School,Breakfast Sandwich,Food,1,6.75
T100053,2026-01-12 10:46:47,Business School,Drip Coffee,Coffee,1,3.25
T100053,2026-01-12 10:46:47,Business School,Breakfast Sandwich,Food,2,6.75
T100054,2026-01-12 10:39:20,Business School,Drip Coffee,Coffee,1,3.25
T100054,2026-01-12 10:39:20,Business School,Tea,Tea,1,3.50
T100055,2026-01-12 10:20:25,Business School,Tea,Tea,1,3.50
T100055,2026-01-12 10:20:25,Business School,Croissant,Pastry,1,3.75
T100056,2026-01-12 10:47:57,Business School,Hot Chocolate,Other Drink,1,4.00
T100057,2026-01-12 10:53:00,Business School,Drip Coffee,Coffee,1,3.25
T100058,2026-01-12 11:30:39,Business School,Drip Coffee,Coffee,1,3.25
T100058,2026-01-12 11:30:39,Business School,Croissant,Pastry,1,3.75
T100059,2026-01-12 11:44:24,Business School,Latte,Coffee,1,4.75
T100060,2026-01-12 11:00:57,Business School,Bagel,Food,1,4.25
T100060,2026-01-12 11:00:57,Business School,Cold Brew,Coffee,1,4.50
T100061,2026-01-12 11:44:33,Business School,Tea,Tea,1,3.50
T100062,2026-01-12 11:07:29,Business School,Cold Brew,Coffee,1,4.50
T100063,2026-01-12 11:35:38,Business School,Bagel,Food,1,4.25
T100064,2026-01-12 11:52:46,Business School,Cold Brew,Coffee,1,4.50
T100064,2026-01-12 11:52:46,Business School,Breakfast Sandwich,Food,1,6.75
T100064,2026-01-12 11:52:46,Business School,Bagel,Food,1,4.25
T100065,2026-01-12 11:17:49,Business School,Cold Brew,Coffee,1,4.50
T100065,2026-01-12 11:17:49,Business School,Cold Brew,Coffee,1,4.50
T100066,2026-01-12 11:21:20,Business School,Drip Coffee,Coffee,1,3.25
T100066,2026-01-12 11:21:20,Business School,Cappuccino,Coffee,1,4.50
T100066,2026-01-12 11:21:20,Business School,Latte,Coffee,1,4.75
T100067,2026-01-12 11:21:34,Business School,Drip Coffee,Coffee,1,3.25
T100068,2026-01-12 11:24:57,Business School,Cookie,Pastry,1,2.75
T100068,2026-01-12 11:24:57,Business School,Breakfast Sandwich,Food,1,6.75
T100069,2026-01-12 11:30:00,Business School,Latte,Coffee,1,4.75
T100069,2026-01-12 11:30:00,Business School,Breakfast Sandwich,Food,1,6.75
T100069,2026-01-12 11:30:00,Business School,Tea,Tea,1,3.50
T100070,2026-01-12 11:51:38,Business School,Cold Brew,Coffee,1,4.50
T100070,2026-01-12 11:51:38,Business School,Croissant,Pastry,1,3.75
T100070,2026-01-12 11:51:38,Business School,Bagel,Food,1,4.25
T100071,2026-01-12 11:58:08,Business School,Tea,Tea,1,3.50
T100071,2026-01-12 11:58:08,Business School,Hot Chocolate,Other Drink,1,4.00
T100071,2026-01-12 11:58:08,Business School,Drip Coffee,Coffee,1,3.25
T100071,2026-01-12 11:58:08,Business School,Breakfast Sandwich,Food,1,6.75
T100072,2026-01-12 11:16:24,Business School,Cold Brew,Coffee,1,4.50
T100073,2026-01-12 11:56:24,Business School,Cookie,Pastry,1,2.75
T100074,2026-01-12 11:53:05,Business School,Bagel,Food,1,4.25
T100075,2026-01-12 12:19:06,Business School,Breakfast Sandwich,Food,1,6.75
T100076,2026-01-12 12:58:24,Business School,Muffin,Pastry,1,3.50
T100077,2026-01-12 12:44:53,Business School,Drip Coffee,Coffee,1,3.25
T100077,2026-01-12 12:44:53,Business School,Breakfast Sandwich,Food,1,6.75
T100078,2026-01-12 12:07:50,Business School,Bagel,Food,1,4.25
T100078,2026-01-12 12:07:50,Business School,Cold Brew,Coffee,1,4.50
T100078,2026-01-12 12:07:50,Business School,Tea,Tea,1,3.50
T100078,2026-01-12 12:07:50,Business School,Breakfast Sandwich,Food,1,6.75
T100079,2026-01-12 12:06:27,Business School,Croissant,Pastry,1,3.75
T100079,2026-01-12 12:06:27,Business School,Muffin,Pastry,1,3.50
T100079,2026-01-12 12:06:27,Business School,Bagel,Food,2,4.25
T100080,2026-01-12 12:17:39,Business School,Tea,Tea,1,3.50
T100080,2026-01-12 12:17:39,Business School,Cold Brew,Coffee,1,4.50
T100081,2026-01-12 12:17:20,Business School,Breakfast Sandwich,Food,1,6.75
T100081,2026-01-12 12:17:20,Business School,Cold Brew,Coffee,1,4.50
T100082,2026-01-12 12:24:21,Business School,Breakfast Sandwich,Food,1,6.75
T100083,2026-01-12 12:13:22,Business School,Cappuccino,Coffee,1,4.50
T100083,2026-01-12 12:13:22,Business School,Muffin,Pastry,1,3.50
T100084,2026-01-12 12:00:33,Business School,Drip Coffee,Coffee,1,3.25
T100084,2026-01-12 12:00:33,Business School,Cold Brew,Coffee,1,4.50
T100084,2026-01-12 12:00:33,Business School,Muffin,Pastry,1,3.50
T100085,2026-01-12 12:31:28,Business School,Drip Coffee,Coffee,1,3.25
T100085,2026-01-12 12:31:28,Business School,Muffin,Pastry,1,3.50
T100086,2026-01-12 12:37:23,Business School,Tea,Tea,1,3.50
T100087,2026-01-12 12:47:35,Business School,Muffin,Pastry,1,3.50
T100088,2026-01-12 12:16:14,Business School,Latte,Coffee,1,4.75
T100089,2026-01-12 12:34:48,Business School,Latte,Coffee,1,4.75
T100089,2026-01-12 12:34:48,Business School,Bagel,Food,1,4.25
T100090,2026-01-12 12:06:53,Business School,Latte,Coffee,1,4.75
T100091,2026-01-12 12:00:45,Business School,Latte,Coffee,2,4.75
T100092,2026-01-12 12:35:18,Business School,Drip Coffee,Coffee,1,3.25
T100092,2026-01-12 12:35:18,Business School,Cold Brew,Coffee,1,4.50
T100093,2026-01-12 12:36:18,Business School,Cold Brew,Coffee,1,4.50
T100094,2026-01-12 13:39:03,Business School,Bagel,Food,2,4.25
T100094,2026-01-12 13:39:03,Business School,Latte,Coffee,1,4.75
T100095,2026-01-12 13:42:05,Business School,Drip Coffee,Coffee,1,3.25
T100096,2026-01-12 13:00:26,Business School,Hot Chocolate,Other Drink,1,4.00
T100097,2026-01-12 13:14:18,Business School,Muffin,Pastry,1,3.50
T100097,2026-01-12 13:14:18,Business School,Muffin,Pastry,1,3.50
T100098,2026-01-12 13:40:37,Business School,Breakfast Sandwich,Food,1,6.75
T100098,2026-01-12 13:40:37,Business School,Tea,Tea,1,3.50
T100099,2026-01-12 13:58:17,Business School,Drip Coffee,Coffee,1,3.25
T100099,2026-01-12 13:58:17,Business School,Latte,Coffee,1,4.75
T100100,2026-01-12 13:36:58,Business School,Drip Coffee,Coffee,1,3.25
T100101,2026-01-12 13:44:25,Business School,Cold Brew,Coffee,1,4.50
T100101,2026-01-12 13:44:25,Business School,Drip Coffee,Coffee,1,3.25
T100101,2026-01-12 13:44:25,Business School,Latte,Coffee,1,4.75
T100102,2026-01-12 13:43:53,Business School,Hot Chocolate,Other Drink,1,4.00
T100102,2026-01-12 13:43:53,Business School,Bagel,Food,1,4.25
T100103,2026-01-12 13:36:02,Business School,Latte,Coffee,1,4.75
T100103,2026-01-12 13:36:02,Business School,Cold Brew,Coffee,1,4.50
T100104,2026-01-12 13:37:27,Business School,Cold Brew,Coffee,1,4.50
T100104,2026-01-12 13:37:27,Business School,Cappuccino,Coffee,1,4.50
T100105,2026-01-12 13:42:06,Business School,Cappuccino,Coffee,1,4.50
T100105,2026-01-12 13:42:06,Business School,Latte,Coffee,2,4.75
T100106,2026-01-12 13:52:48,Business School,Cold Brew,Coffee,1,4.50
T100107,2026-01-12 13:20:07,Business School,Cold Brew,Coffee,1,4.50
T100107,2026-01-12 13:20:07,Business School,Cookie,Pastry,1,2.75
T100107,2026-01-12 13:20:07,Business School,Tea,Tea,1,3.50
T100107,2026-01-12 13:20:07,Business School,Latte,Coffee,1,4.75
T100108,2026-01-12 13:48:31,Business School,Bagel,Food,1,4.25
T100108,2026-01-12 13:48:31,Business School,Tea,Tea,2,3.50
T100109,2026-01-12 13:28:56,Business School,Drip Coffee,Coffee,2,3.25
T100109,2026-01-12 13:28:56,Business School,Hot Chocolate,Other Drink,1,4.00
T100110,2026-01-12 13:10:19,Business School,Tea,Tea,1,3.50
T100111,2026-01-12 13:53:58,Business School,Cookie,Pastry,1,2.75
T100112,2026-01-12 13:09:31,Business School,Latte,Coffee,1,4.75
T100112,2026-01-12 13:09:31,Business School,Cold Brew,Coffee,1,4.50
T100112,2026-01-12 13:09:31,Business School,Drip Coffee,Coffee,1,3.25
T100113,2026-01-12 13:38:32,Business School,Drip Coffee,Coffee,1,3.25
T100113,2026-01-12 13:38:32,Business School,Bagel,Food,1,4.25
T100114,2026-01-12 13:21:59,Business School,Latte,Coffee,1,4.75
T100114,2026-01-12 13:21:59,Business School,Bagel,Food,1,4.25
T100115,2026-01-12 14:06:55,Business School,Drip Coffee,Coffee,1,3.25
T100115,2026-01-12 14:06:55,Business School,Breakfast Sandwich,Food,2,6.75
T100116,2026-01-12 14:04:30,Business School,Latte,Coffee,1,4.75
T100116,2026-01-12 14:04:30,Business School,Cold Brew,Coffee,1,4.50
T100117,2026-01-12 14:21:54,Business School,Cold Brew,Coffee,2,4.50
T100117,2026-01-12 14:21:54,Business School,Tea,Tea,1,3.50
T100118,2026-01-12 14:31:55,Business School,Tea,Tea,1,3.50
T100119,2026-01-12 14:43:58,Business School,Latte,Coffee,1,4.75
T100120,2026-01-12 14:06:48,Business School,Cookie,Pastry,1,2.75
T100120,2026-01-12 14:06:48,Business School,Hot Chocolate,Other Drink,1,4.00
T100121,2026-01-12 14:02:20,Business School,Cappuccino,Coffee,1,4.50
T100121,2026-01-12 14:02:20,Business School,Latte,Coffee,1,4.75
T100122,2026-01-12 14:36:43,Business School,Latte,Coffee,1,4.75
T100122,2026-01-12 14:36:43,Business School,Breakfast Sandwich,Food,1,6.75
T100123,2026-01-12 14:15:31,Business School,Latte,Coffee,1,4.75
T100123,2026-01-12 14:15:31,Business School,Drip Coffee,Coffee,1,3.25
T100123,2026-01-12 14:15:31,Business School,Cookie,Pastry,1,2.75
T100124,2026-01-12 14:10:04,Business School,Cold Brew,Coffee,1,4.50
T100125,2026-01-12 14:40:27,Business School,Cold Brew,Coffee,1,4.50
T100125,2026-01-12 14:40:27,Business School,Cookie,Pastry,1,2.75
T100126,2026-01-12 14:06:15,Business School,Cold Brew,Coffee,1,4.50
T100127,2026-01-12 14:44:18,Business School,Bagel,Food,1,4.25
T100128,2026-01-12 14:00:36,Business School,Muffin,Pastry,2,3.50
T100128,2026-01-12 14:00:36,Business School,Cookie,Pastry,1,2.75
T100129,2026-01-12 14:53:57,Business School,Muffin,Pastry,1,3.50
T100129,2026-01-12 14:53:57,Business School,Bagel,Food,1,4.25
T100129,2026-01-12 14:53:57,Business School,Latte,Coffee,1,4.75
T100130,2026-01-12 14:48:46,Business School,Hot Chocolate,Other Drink,1,4.00
T100130,2026-01-12 14:48:46,Business School,Drip Coffee,Coffee,1,3.25
T100131,2026-01-12 14:02:19,Business School,Drip Coffee,Coffee,1,3.25
T100131,2026-01-12 14:02:19,Business School,Drip Coffee,Coffee,1,3.25
T100132,2026-01-12 14:26:11,Business School,Muffin,Pastry,1,3.50
T100133,2026-01-12 14:23:33,Business School,Cappuccino,Coffee,1,4.50
T100134,2026-01-12 14:58:52,Business School,Cookie,Pastry,1,2.75
T100134,2026-01-12 14:58:52,Business School,Breakfast Sandwich,Food,1,6.75
T100134,2026-01-12 14:58:52,Business School,Cold Brew,Coffee,1,4.50
T100135,2026-01-12 14:48:14,Business School,Croissant,Pastry,2,3.75
T100135,2026-01-12 14:48:14,Business School,Cookie,Pastry,1,2.75
T100136,2026-01-12 14:23:05,Business School,Drip Coffee,Coffee,1,3.25
T100136,2026-01-12 14:23:05,Business School,Cold Brew,Coffee,1,4.50
T100137,2026-01-12 14:43:16,Business School,Bagel,Food,2,4.25
T100137,2026-01-12 14:43:16,Business School,Drip Coffee,Coffee,1,3.25
T100138,2026-01-12 14:01:39,Business School,Tea,Tea,1,3.50
T100138,2026-01-12 14:01:39,Business School,Latte,Coffee,1,4.75
T100138,2026-01-12 14:01:39,Business School,Bagel,Food,1,4.25
T100139,2026-01-12 14:19:41,Business School,Latte,Coffee,2,4.75
T100140,2026-01-12 15:31:39,Business School,Cookie,Pastry,1,2.75
T100141,2026-01-12 15:23:13,Business School,Cookie,Pastry,1,2.75
T100142,2026-01-12 15:06:43,Business School,Cookie,Pastry,1,2.75
T100143,2026-01-12 15:03:25,Business School,Cookie,Pastry,2,2.75
T100144,2026-01-12 15:52:29,Business School,Latte,Coffee,1,4.75
T100145,2026-01-12 15:01:03,Business School,Latte,Coffee,1,4.75
T100145,2026-01-12 15:01:03,Business School,Tea,Tea,1,3.50
T100146,2026-01-12 15:48:35,Business School,Latte,Coffee,1,4.75
T100147,2026-01-12 15:21:49,Business School,Cookie,Pastry,1,2.75
T100148,2026-01-12 15:54:09,Business School,Cold Brew,Coffee,1,4.50
T100148,2026-01-12 15:54:09,Business School,Drip Coffee,Coffee,1,3.25
T100148,2026-01-12 15:54:09,Business School,Muffin,Pastry,1,3.50
T100148,2026-01-12 15:54:09,Business School,Drip Coffee,Coffee,1,3.25
T100149,2026-01-12 15:07:47,Business School,Cold Brew,Coffee,1,4.50
T100150,2026-01-12 15:37:06,Business School,Latte,Coffee,1,4.75
T100151,2026-01-12 15:46:50,Business School,Hot Chocolate,Other Drink,1,4.00
T100151,2026-01-12 15:46:50,Business School,Tea,Tea,1,3.50
T100151,2026-01-12 15:46:50,Business School,Cookie,Pastry,1,2.75
T100152,2026-01-12 16:24:38,Business School,Cold Brew,Coffee,1,4.50
T100153,2026-01-12 16:06:50,Business School,Breakfast Sandwich,Food,1,6.75
T100153,2026-01-12 16:06:50,Business School,Muffin,Pastry,1,3.50
T100154,2026-01-12 16:13:27,Business School,Latte,Coffee,1,4.75
T100155,2026-01-12 16:29:25,Business School,Drip Coffee,Coffee,1,3.25
T100156,2026-01-12 16:42:16,Business School,Latte,Coffee,2,4.75
T100157,2026-01-12 16:04:05,Business School,Drip Coffee,Coffee,1,3.25
T100157,2026-01-12 16:04:05,Business School,Croissant,Pastry,1,3.75
T100158,2026-01-12 16:35:03,Business School,Tea,Tea,1,3.50
T100158,2026-01-12 16:35:03,Business School,Drip Coffee,Coffee,1,3.25
T100159,2026-01-12 16:42:48,Business School,Cookie,Pastry,1,2.75
T100160,2026-01-12 16:18:38,Business School,Drip Coffee,Coffee,1,3.25
T100161,2026-01-12 17:14:51,Business School,Tea,Tea,1,3.50
T100162,2026-01-12 17:39:39,Business School,Tea,Tea,1,3.50
T100162,2026-01-12 17:39:39,Business School,Hot Chocolate,Other Drink,1,4.00
T100163,2026-01-12 17:01:11,Business School,Muffin,Pastry,2,3.50
T100164,2026-01-12 17:22:00,Business School,Latte,Coffee,1,4.75
T100165,2026-01-12 17:04:09,Business School,Cookie,Pastry,1,2.75
T100165,2026-01-12 17:04:09,Business School,Cold Brew,Coffee,1,4.50
T100166,2026-01-12 18:20:49,Business School,Tea,Tea,1,3.50
T100166,2026-01-12 18:20:49,Business School,Latte,Coffee,1,4.75
T100166,2026-01-12 18:20:49,Business School,Drip Coffee,Coffee,1,3.25
T100167,2026-01-12 07:43:43,Library,Tea,Tea,1,3.50
T100167,2026-01-12 07:43:43,Library,Latte,Coffee,2,4.75
T100168,2026-01-12 07:03:00,Library,Breakfast Sandwich,Food,1,6.75
T100169,2026-01-12 07:48:16,Library,Drip Coffee,Coffee,1,3.25
T100170,2026-01-12 07:27:11,Library,Tea,Tea,1,3.50
T100171,2026-01-12 07:35:53,Library,Cappuccino,Coffee,1,4.50
T100171,2026-01-12 07:35:53,Library,Muffin,Pastry,1,3.50
T100172,2026-01-12 07:29:58,Library,Latte,Coffee,1,4.75
T100173,2026-01-12 08:25:33,Library,Breakfast Sandwich,Food,1,6.75
T100174,2026-01-12 08:14:21,Library,Drip Coffee,Coffee,1,3.25
T100174,2026-01-12 08:14:21,Library,Tea,Tea,1,3.50
T100175,2026-01-12 08:49:22,Library,Breakfast Sandwich,Food,1,6.75
T100176,2026-01-12 08:09:15,Library,Latte,Coffee,1,4.75
T100177,2026-01-12 08:09:48,Library,Drip Coffee,Coffee,2,3.25
T100177,2026-01-12 08:09:48,Library,Croissant,Pastry,1,3.75
T100178,2026-01-12 08:36:48,Library,Croissant,Pastry,1,3.75
T100179,2026-01-12 08:41:40,Library,Latte,Coffee,2,4.75
T100179,2026-01-12 08:41:40,Library,Cold Brew,Coffee,1,4.50
T100179,2026-01-12 08:41:40,Library,Bagel,Food,1,4.25
T100179,2026-01-12 08:41:40,Library,Cappuccino,Coffee,1,4.50
T100180,2026-01-12 08:29:28,Library,Cappuccino,Coffee,1,4.50
T100181,2026-01-12 08:41:55,Library,Drip Coffee,Coffee,1,3.25
T100181,2026-01-12 08:41:55,Library,Cappuccino,Coffee,1,4.50
T100181,2026-01-12 08:41:55,Library,Breakfast Sandwich,Food,1,6.75
T100181,2026-01-12 08:41:55,Library,Drip Coffee,Coffee,1,3.25
T100182,2026-01-12 08:12:20,Library,Tea,Tea,2,3.50
T100182,2026-01-12 08:12:20,Library,Cold Brew,Coffee,1,4.50
T100183,2026-01-12 08:53:21,Library,Drip Coffee,Coffee,1,3.25
T100183,2026-01-12 08:53:21,Library,Drip Coffee,Coffee,3,3.25
T100183,2026-01-12 08:53:21,Library,Tea,Tea,1,3.50
T100183,2026-01-12 08:53:21,Library,Cappuccino,Coffee,1,4.50
T100184,2026-01-12 09:42:09,Library,Latte,Coffee,1,4.75
T100184,2026-01-12 09:42:09,Library,Croissant,Pastry,1,3.75
T100184,2026-01-12 09:42:09,Library,Muffin,Pastry,1,3.50
T100185,2026-01-12 09:35:24,Library,Latte,Coffee,1,4.75
T100185,2026-01-12 09:35:24,Library,Muffin,Pastry,2,3.50
T100186,2026-01-12 09:43:58,Library,Croissant,Pastry,1,3.75
T100187,2026-01-12 09:23:01,Library,Drip Coffee,Coffee,1,3.25
T100188,2026-01-12 09:49:31,Library,Cookie,Pastry,1,2.75
T100189,2026-01-12 09:18:54,Library,Tea,Tea,1,3.50
T100189,2026-01-12 09:18:54,Library,Muffin,Pastry,1,3.50
T100190,2026-01-12 09:42:21,Library,Croissant,Pastry,1,3.75
T100190,2026-01-12 09:42:21,Library,Drip Coffee,Coffee,1,3.25
T100190,2026-01-12 09:42:21,Library,Muffin,Pastry,1,3.50
T100191,2026-01-12 09:57:10,Library,Drip Coffee,Coffee,1,3.25
T100191,2026-01-12 09:57:10,Library,Muffin,Pastry,2,3.50
T100192,2026-01-12 09:39:18,Library,Bagel,Food,1,4.25
T100192,2026-01-12 09:39:18,Library,Latte,Coffee,2,4.75
T100193,2026-01-12 09:50:30,Library,Latte,Coffee,1,4.75
T100193,2026-01-12 09:50:30,Library,Hot Chocolate,Other Drink,1,4.00
T100193,2026-01-12 09:50:30,Library,Bagel,Food,1,4.25
T100194,2026-01-12 09:32:33,Library,Drip Coffee,Coffee,1,3.25
T100195,2026-01-12 09:38:08,Library,Drip Coffee,Coffee,1,3.25
T100195,2026-01-12 09:38:08,Library,Cappuccino,Coffee,2,4.50
T100195,2026-01-12 09:38:08,Library,Muffin,Pastry,1,3.50
T100196,2026-01-12 09:07:18,Library,Drip Coffee,Coffee,1,3.25
T100197,2026-01-12 10:02:18,Library,Cold Brew,Coffee,1,4.50
T100197,2026-01-12 10:02:18,Library,Muffin,Pastry,1,3.50
T100197,2026-01-12 10:02:18,Library,Croissant,Pastry,1,3.75
T100198,2026-01-12 10:01:16,Library,Drip Coffee,Coffee,2,3.25
T100199,2026-01-12 10:38:33,Library,Bagel,Food,1,4.25
T100200,2026-01-12 10:07:03,Library,Croissant,Pastry,1,3.75
T100201,2026-01-12 10:04:07,Library,Tea,Tea,1,3.50
T100201,2026-01-12 10:04:07,Library,Croissant,Pastry,1,3.75
T100202,2026-01-12 10:45:09,Library,Drip Coffee,Coffee,1,3.25
T100203,2026-01-12 10:36:26,Library,Croissant,Pastry,1,3.75
T100204,2026-01-12 10:23:04,Library,Tea,Tea,1,3.50
T100204,2026-01-12 10:23:04,Library,Breakfast Sandwich,Food,1,6.75
T100204,2026-01-12 10:23:04,Library,Cappuccino,Coffee,1,4.50
T100205,2026-01-12 10:47:01,Library,Drip Coffee,Coffee,1,3.25
T100206,2026-01-12 10:42:40,Library,Hot Chocolate,Other Drink,1,4.00
T100207,2026-01-12 10:08:02,Library,Latte,Coffee,1,4.75
T100208,2026-01-12 10:53:49,Library,Cookie,Pastry,1,2.75
T100208,2026-01-12 10:53:49,Library,Drip Coffee,Coffee,1,3.25
T100209,2026-01-12 10:45:49,Library,Drip Coffee,Coffee,1,3.25
T100209,2026-01-12 10:45:49,Library,Bagel,Food,1,4.25
T100209,2026-01-12 10:45:49,Library,Latte,Coffee,1,4.75
